PolicyNumber,CustomerID,ClaimNumber,Age,Gender,CoverageAmount,PremiumAmount,PolicyStartDate,PolicyEndDate,PolicyType,ClaimStatus,ClaimDate,ClaimAmount,Age Group,Active/ Inactive
P1145,C1145,C1145,41,Female,32156.359375,821.8599853515625,2023-09-30 00:00:00,2024-09-30 00:00:00,Auto,Pending,21-03-2024,2051.5400390625,Adult,Inactive
P1146,C1146,C1146,82,Male,103353.640625,340.7099914550781,2024-01-12 00:00:00,2025-01-12 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1147,C1147,C1147,30,Female,101575.953125,923.9600219726562,2023-09-21 00:00:00,2024-09-21 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P1148,C1148,C1148,50,Male,102610.078125,770.1900024414062,2023-11-12 00:00:00,2024-11-12 00:00:00,Life,Rejected,NULL,0,Adult,Active
P1149,C1149,C1149,37,Female,45540.51953125,116.66999816894531,2024-06-20 00:00:00,2025-06-20 00:00:00,Home,Pending,24-04-2025,2223.10009765625,Adult,Active
P115,C115,C115,68,Female,39931.44140625,128.25999450683594,2024-04-22 00:00:00,2025-04-22 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P1150,C1150,C1150,56,Male,79042.140625,318.04998779296875,2023-11-18 00:00:00,2024-11-18 00:00:00,Travel,Settled,30-10-2024,1610.6199951171875,Adult,Active
P1151,C1151,C1151,34,Female,26802.76953125,511.04998779296875,2023-08-22 00:00:00,2024-08-22 00:00:00,Life,Rejected,NULL,0,Adult,Inactive
P1152,C1152,C1152,48,Male,77171.8984375,112.69000244140625,2023-11-03 00:00:00,2024-11-03 00:00:00,Travel,Pending,03-04-2024,3844.06005859375,Adult,Active
P1153,C1153,C1153,79,Female,63547.96875,569.0700073242188,2024-01-12 00:00:00,2025-01-12 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P1154,C1154,C1154,57,Male,78113.5625,780.0399780273438,2023-09-02 00:00:00,2024-09-02 00:00:00,Health,Pending,30-07-2024,4470.580078125,Adult,Inactive
P1155,C1155,C1155,44,Female,17554.400390625,589.1500244140625,2024-06-18 00:00:00,2025-06-18 00:00:00,Auto,Pending,15-08-2024,1050.3299560546875,Adult,Active
P1156,C1156,C1156,53,Male,49301.4609375,608.3900146484375,2024-06-06 00:00:00,2025-06-06 00:00:00,Travel,Settled,08-01-2025,2262.590087890625,Adult,Active
P1157,C1157,C1157,31,Female,75965.296875,314.5799865722656,2024-02-20 00:00:00,2025-02-20 00:00:00,Health,Settled,27-02-2024,5237.31982421875,Adult,Active
P1158,C1158,C1158,22,Male,18801.720703125,122.12000274658203,2024-02-24 00:00:00,2025-02-24 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P1159,C1159,C1159,46,Female,81156.453125,101.61000061035156,2023-10-23 00:00:00,2024-10-23 00:00:00,Auto,Settled,09-12-2023,4151.509765625,Adult,Active
P116,C116,C116,19,Male,51554.78125,1035.739990234375,2024-04-13 00:00:00,2025-04-13 00:00:00,Home,Pending,29-08-2024,3241.239990234375,Young Adult,Active
P1160,C1160,C1160,53,Male,82092.921875,309.0199890136719,2024-04-10 00:00:00,2025-04-10 00:00:00,Auto,Pending,13-06-2024,4883.419921875,Adult,Active
P1161,C1161,C1161,32,Female,13117.1201171875,396.739990234375,2024-01-20 00:00:00,2025-01-20 00:00:00,Health,Pending,09-01-2025,5078.919921875,Adult,Active
P1162,C1162,C1162,54,Male,41590.55078125,382.4100036621094,2023-09-30 00:00:00,2024-09-30 00:00:00,Travel,Settled,20-07-2024,2578.489990234375,Adult,Inactive
P1163,C1163,C1163,75,Female,11681.5595703125,824.1699829101562,2023-08-15 00:00:00,2024-08-15 00:00:00,Travel,Settled,03-01-2024,4899.27001953125,Elder,Inactive
P1164,C1164,C1164,48,Male,96530.75,473.5899963378906,2024-04-18 00:00:00,2025-04-18 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1165,C1165,C1165,46,Female,42384.21875,1040.1600341796875,2024-07-04 00:00:00,2025-07-04 00:00:00,Health,Settled,17-12-2024,3682.2900390625,Adult,Active
P1166,C1166,C1166,26,Male,76578.1328125,1005.4299926757812,2024-02-18 00:00:00,2025-02-18 00:00:00,Health,Settled,16-03-2024,514.8599853515625,Adult,Active
P1167,C1167,C1167,58,Female,95762.0390625,196.07000732421875,2023-10-21 00:00:00,2024-10-21 00:00:00,Travel,Settled,05-08-2024,3182.580078125,Adult,Active
P1168,C1168,C1168,55,Male,43620.78125,926.8699951171875,2024-03-03 00:00:00,2025-03-03 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1169,C1169,C1169,50,Female,98614.7734375,330.20001220703125,2024-03-16 00:00:00,2025-03-16 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P117,C117,C117,24,Female,95878.96875,1051.6600341796875,2023-08-23 00:00:00,2024-08-23 00:00:00,Auto,Settled,06-01-2024,3063.10009765625,Young Adult,Inactive
P1170,C1170,C1170,42,Male,64118.37890625,620.0800170898438,2024-05-07 00:00:00,2025-05-07 00:00:00,Home,Pending,05-11-2024,5330.33984375,Adult,Active
P1171,C1171,C1171,29,Female,52126.109375,455.6199951171875,2023-12-08 00:00:00,2024-12-08 00:00:00,Auto,Pending,31-03-2024,805.530029296875,Adult,Active
P1172,C1172,C1172,68,Male,85075.328125,174.82000732421875,2023-12-10 00:00:00,2024-12-10 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P1173,C1173,C1173,59,Female,37642.08984375,892.3499755859375,2024-06-15 00:00:00,2025-06-15 00:00:00,Life,Rejected,NULL,0,Adult,Active
P1174,C1174,C1174,55,Male,58046.28125,858.9299926757812,2023-07-17 00:00:00,2024-07-17 00:00:00,Health,Settled,05-02-2024,3992.47998046875,Adult,Inactive
P1175,C1175,C1175,43,Female,66449.8984375,652.5900268554688,2024-05-24 00:00:00,2025-05-24 00:00:00,Travel,Settled,19-02-2025,1742.3499755859375,Adult,Active
P1176,C1176,C1176,78,Male,36523.9609375,346.8399963378906,2024-04-17 00:00:00,2025-04-17 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1177,C1177,C1177,79,Female,91497.8671875,978.8900146484375,2023-11-01 00:00:00,2024-11-01 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1178,C1178,C1178,80,Male,108177.6328125,928.1699829101562,2024-04-06 00:00:00,2025-04-06 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P1179,C1179,C1179,65,Female,45840.12109375,221.9499969482422,2023-07-15 00:00:00,2024-07-15 00:00:00,Travel,Settled,01-09-2023,4005.7099609375,Elder,Inactive
P118,C118,C118,73,Male,62629.859375,102.9000015258789,2023-10-11 00:00:00,2024-10-11 00:00:00,Auto,Rejected,NULL,0,Elder,Inactive
P1180,C1180,C1180,39,Male,86007.5625,678.9199829101562,2024-04-22 00:00:00,2025-04-22 00:00:00,Home,Rejected,NULL,0,Adult,Active
P1181,C1181,C1181,39,Female,14294.4697265625,487.32000732421875,2023-09-04 00:00:00,2024-09-04 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P1182,C1182,C1182,57,Male,46375.328125,943.02001953125,2023-11-23 00:00:00,2024-11-23 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1183,C1183,C1183,48,Female,96868.7734375,697.8300170898438,2023-10-02 00:00:00,2024-10-02 00:00:00,Life,Pending,07-10-2023,2442.14990234375,Adult,Inactive
P1184,C1184,C1184,61,Male,31669.75,893.8200073242188,2023-09-03 00:00:00,2024-09-03 00:00:00,Health,Settled,24-10-2023,1354.550048828125,Elder,Inactive
P1185,C1185,C1185,87,Female,99842.9375,1008.3099975585938,2024-06-29 00:00:00,2025-06-29 00:00:00,Life,Settled,24-08-2024,3714.52001953125,Elder,Active
P1186,C1186,C1186,42,Male,89873.359375,752.8300170898438,2023-11-23 00:00:00,2024-11-23 00:00:00,Auto,Settled,14-12-2023,3235.56005859375,Adult,Active
P1187,C1187,C1187,44,Female,21787.48046875,114.77999877929688,2024-04-19 00:00:00,2025-04-19 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P1188,C1188,C1188,80,Male,47070.41015625,578.1099853515625,2023-11-30 00:00:00,2024-11-30 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1189,C1189,C1189,20,Female,35184.23046875,411.4700012207031,2023-10-25 00:00:00,2024-10-25 00:00:00,Health,Rejected,NULL,0,Young Adult,Active
P119,C119,C119,50,Female,20132.109375,787.3599853515625,2024-04-29 00:00:00,2025-04-29 00:00:00,Travel,Settled,09-06-2024,1900.2099609375,Adult,Active
P1190,C1190,C1190,64,Male,24459.630859375,662.5599975585938,2024-04-09 00:00:00,2025-04-09 00:00:00,Travel,Pending,19-02-2025,944.3300170898438,Elder,Active
P1191,C1191,C1191,80,Female,98153.8125,495.0899963378906,2023-10-04 00:00:00,2024-10-04 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P1192,C1192,C1192,32,Male,17086.900390625,645.030029296875,2023-10-15 00:00:00,2024-10-15 00:00:00,Travel,Settled,11-04-2024,4949.68994140625,Adult,Active
P1193,C1193,C1193,32,Female,30772.400390625,787.5399780273438,2024-02-08 00:00:00,2025-02-08 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1194,C1194,C1194,24,Male,26823.83984375,152.6699981689453,2024-04-02 00:00:00,2025-04-02 00:00:00,Travel,Rejected,NULL,0,Young Adult,Active
P1195,C1195,C1195,43,Female,58088.80859375,275.30999755859375,2023-10-20 00:00:00,2024-10-20 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P1196,C1196,C1196,26,Male,90796.9765625,813.1400146484375,2023-09-08 00:00:00,2024-09-08 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P1197,C1197,C1197,18,Female,19121.94921875,343.04998779296875,2023-07-15 00:00:00,2024-07-15 00:00:00,Travel,Rejected,NULL,0,Young Adult,Inactive
P1198,C1198,C1198,40,Male,102987.15625,362.94000244140625,2023-09-04 00:00:00,2024-09-04 00:00:00,Life,Settled,07-09-2023,2636.010009765625,Adult,Inactive
P1199,C1199,C1199,28,Female,82305.9375,323.260009765625,2023-12-16 00:00:00,2024-12-16 00:00:00,Travel,Pending,28-11-2024,4073.820068359375,Adult,Active
P12,C12,C12,47,Male,67012.84375,645.72998046875,2023-09-16 00:00:00,2024-09-16 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P120,C120,C120,83,Male,77928.5234375,677.1900024414062,2024-02-19 00:00:00,2025-02-19 00:00:00,Travel,Settled,24-11-2024,2540.3798828125,Elder,Active
P1200,C1200,C1200,45,Male,14646.7001953125,228.55999755859375,2024-04-01 00:00:00,2025-04-01 00:00:00,Health,Pending,01-08-2024,1736.219970703125,Adult,Active
P1201,C1201,C1201,37,Female,92976.046875,1016.2999877929688,2023-10-11 00:00:00,2024-10-11 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P1202,C1202,C1202,39,Male,33839.41015625,146.27000427246094,2024-02-16 00:00:00,2025-02-16 00:00:00,Health,Pending,16-02-2025,3028.5400390625,Adult,Active
P1203,C1203,C1203,75,Female,60054.19140625,733.6199951171875,2024-04-13 00:00:00,2025-04-13 00:00:00,Auto,Pending,01-04-2025,3711.610107421875,Elder,Active
P1204,C1204,C1204,80,Male,23751.73046875,1058.4000244140625,2024-04-19 00:00:00,2025-04-19 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P1205,C1205,C1205,36,Female,39340.51171875,124.06999969482422,2024-06-10 00:00:00,2025-06-10 00:00:00,Travel,Pending,16-01-2025,4189.4599609375,Adult,Active
P1206,C1206,C1206,85,Male,14643.2197265625,1037.0899658203125,2024-02-27 00:00:00,2025-02-27 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P1207,C1207,C1207,48,Female,104582.5234375,1086.5400390625,2024-05-08 00:00:00,2025-05-08 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P1208,C1208,C1208,32,Male,13750.2802734375,376.95001220703125,2024-06-22 00:00:00,2025-06-22 00:00:00,Health,Pending,12-10-2024,4818.1201171875,Adult,Active
P1209,C1209,C1209,84,Female,55511.8203125,881.3800048828125,2024-06-24 00:00:00,2025-06-24 00:00:00,Life,Settled,26-10-2024,5329.009765625,Elder,Active
P121,C121,C121,47,Female,62854.23828125,513.6500244140625,2023-08-16 00:00:00,2024-08-16 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P1210,C1210,C1210,53,Male,65331.6796875,246.9499969482422,2023-11-12 00:00:00,2024-11-12 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P1211,C1211,C1211,84,Female,76548.078125,989.1599731445312,2024-07-10 00:00:00,2025-07-10 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P1212,C1212,C1212,65,Male,89587.8984375,859.2000122070312,2024-07-09 00:00:00,2025-07-09 00:00:00,Health,Pending,10-01-2025,4176.31005859375,Elder,Active
P1213,C1213,C1213,70,Female,38989.421875,873.239990234375,2023-11-06 00:00:00,2024-11-06 00:00:00,Travel,Pending,18-06-2024,2641.22998046875,Elder,Active
P1214,C1214,C1214,70,Male,54813.9609375,549,2024-03-21 00:00:00,2025-03-21 00:00:00,Auto,Pending,14-04-2024,4765.35986328125,Elder,Active
P1215,C1215,C1215,22,Female,48330.921875,386.25,2024-02-23 00:00:00,2025-02-23 00:00:00,Health,Rejected,NULL,0,Young Adult,Active
P1216,C1216,C1216,72,Male,48500.69921875,628.1699829101562,2024-06-16 00:00:00,2025-06-16 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1217,C1217,C1217,43,Female,105428.7734375,883.0800170898438,2024-05-03 00:00:00,2025-05-03 00:00:00,Life,Pending,24-01-2025,4053.6201171875,Adult,Active
P1218,C1218,C1218,47,Male,20078.990234375,992.7999877929688,2024-05-06 00:00:00,2025-05-06 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1219,C1219,C1219,80,Female,57412.4296875,518.8699951171875,2024-01-09 00:00:00,2025-01-09 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P122,C122,C122,79,Male,104928.3203125,480.7200012207031,2024-07-02 00:00:00,2025-07-02 00:00:00,Home,Pending,15-06-2025,5375.81982421875,Elder,Active
P1220,C1220,C1220,69,Male,100918.7578125,112.1500015258789,2023-09-19 00:00:00,2024-09-19 00:00:00,Health,Pending,26-09-2023,5335.14013671875,Elder,Inactive
P1221,C1221,C1221,76,Female,41785.08984375,480.6600036621094,2023-11-16 00:00:00,2024-11-16 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P1222,C1222,C1222,30,Male,21832.48046875,1004.8400268554688,2024-06-16 00:00:00,2025-06-16 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1223,C1223,C1223,56,Female,67988.609375,708.2899780273438,2024-03-22 00:00:00,2025-03-22 00:00:00,Life,Settled,26-10-2024,1411.0799560546875,Adult,Active
P1224,C1224,C1224,70,Male,96016.1796875,765.9099731445312,2023-12-16 00:00:00,2024-12-16 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1225,C1225,C1225,83,Female,10277.33984375,398.8299865722656,2024-01-11 00:00:00,2025-01-11 00:00:00,Auto,Settled,15-08-2024,2507.050048828125,Elder,Active
P1226,C1226,C1226,64,Male,89626.953125,201.08999633789062,2024-02-26 00:00:00,2025-02-26 00:00:00,Auto,Settled,21-03-2024,677.1699829101562,Elder,Active
P1227,C1227,C1227,39,Female,65255.12109375,453.04998779296875,2023-07-16 00:00:00,2024-07-16 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P1228,C1228,C1228,87,Male,95646.6171875,153.77999877929688,2023-07-28 00:00:00,2024-07-28 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P1229,C1229,C1229,59,Female,69244.5078125,681.4400024414062,2023-11-28 00:00:00,2024-11-28 00:00:00,Health,Pending,15-04-2024,1057.9000244140625,Adult,Active
P123,C123,C123,67,Female,34745.8203125,568.77001953125,2024-07-05 00:00:00,2025-07-05 00:00:00,Life,Rejected,NULL,0,Elder,Active
P1230,C1230,C1230,64,Male,21780.369140625,354.1199951171875,2024-04-04 00:00:00,2025-04-04 00:00:00,Home,Rejected,NULL,0,Elder,Active
P1231,C1231,C1231,78,Female,52227.01171875,827.3800048828125,2023-09-25 00:00:00,2024-09-25 00:00:00,Travel,Rejected,NULL,0,Elder,Inactive
P1232,C1232,C1232,43,Male,50955.1796875,142.24000549316406,2023-10-11 00:00:00,2024-10-11 00:00:00,Home,Pending,24-03-2024,1740.93994140625,Adult,Inactive
P1233,C1233,C1233,73,Female,70514.359375,241.0500030517578,2024-05-22 00:00:00,2025-05-22 00:00:00,Health,Settled,16-12-2024,4488.5400390625,Elder,Active
P1234,C1234,C1234,47,Male,85840.03125,931.1400146484375,2023-09-03 00:00:00,2024-09-03 00:00:00,Home,Rejected,NULL,0,Adult,Inactive
P1235,C1235,C1235,38,Female,73643.078125,304.2200012207031,2024-03-20 00:00:00,2025-03-20 00:00:00,Life,Pending,09-01-2025,565.4199829101562,Adult,Active
P1236,C1236,C1236,28,Male,67961.5234375,412.4599914550781,2024-01-24 00:00:00,2025-01-24 00:00:00,Home,Rejected,NULL,0,Adult,Active
P1237,C1237,C1237,75,Female,77904.921875,635.0599975585938,2024-02-02 00:00:00,2025-02-02 00:00:00,Home,Pending,09-09-2024,1857.739990234375,Elder,Active
P1238,C1238,C1238,41,Male,45381.6796875,886.5800170898438,2023-07-31 00:00:00,2024-07-31 00:00:00,Health,Rejected,NULL,0,Adult,Inactive
P1239,C1239,C1239,33,Female,12491.0595703125,227.63999938964844,2023-11-15 00:00:00,2024-11-15 00:00:00,Life,Pending,11-10-2024,1970.5400390625,Adult,Active
P124,C124,C124,84,Male,86086.796875,742.3699951171875,2023-11-05 00:00:00,2024-11-05 00:00:00,Travel,Pending,04-04-2024,1445.8699951171875,Elder,Active
P1240,C1240,C1240,84,Male,44289.80859375,199.38999938964844,2023-10-13 00:00:00,2024-10-13 00:00:00,Auto,Rejected,NULL,0,Elder,Active
P1241,C1241,C1241,69,Female,60275.390625,637.6599731445312,2024-02-14 00:00:00,2025-02-14 00:00:00,Health,Pending,14-08-2024,4737.64990234375,Elder,Active
P1242,C1242,C1242,70,Male,42285.73046875,558.0800170898438,2024-03-05 00:00:00,2025-03-05 00:00:00,Travel,Settled,31-03-2024,2880.93994140625,Elder,Active
P1243,C1243,C1243,45,Female,108160.3515625,463.30999755859375,2024-05-23 00:00:00,2025-05-23 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1244,C1244,C1244,69,Male,36601.390625,967.5,2023-07-19 00:00:00,2024-07-19 00:00:00,Travel,Settled,25-03-2024,1704.3199462890625,Elder,Inactive
P1245,C1245,C1245,47,Female,100107.40625,687.2100219726562,2024-02-12 00:00:00,2025-02-12 00:00:00,Life,Rejected,NULL,0,Adult,Active
P1246,C1246,C1246,52,Male,34227.01953125,1024.800048828125,2024-05-03 00:00:00,2025-05-03 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1247,C1247,C1247,68,Female,84551.4921875,239.2899932861328,2024-02-20 00:00:00,2025-02-20 00:00:00,Life,Settled,26-04-2024,3204.199951171875,Elder,Active
P1248,C1248,C1248,30,Male,42435.4609375,583.8099975585938,2024-06-14 00:00:00,2025-06-14 00:00:00,Home,Rejected,NULL,0,Adult,Active
P1249,C1249,C1249,26,Female,77761.78125,484.17999267578125,2023-12-30 00:00:00,2024-12-30 00:00:00,Life,Rejected,NULL,0,Adult,Active
P125,C125,C125,53,Female,46042.1484375,1069.3299560546875,2023-09-02 00:00:00,2024-09-02 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P1250,C1250,C1250,63,Male,74791.59375,266.6600036621094,2023-10-20 00:00:00,2024-10-20 00:00:00,Travel,Pending,24-07-2024,1253.75,Elder,Active
P1251,C1251,C1251,52,Female,109722.96875,670.4000244140625,2023-11-12 00:00:00,2024-11-12 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1252,C1252,C1252,42,Male,84339.8671875,579.8400268554688,2023-08-12 00:00:00,2024-08-12 00:00:00,Auto,Pending,23-09-2023,4034.2099609375,Adult,Inactive
P1253,C1253,C1253,85,Female,83299.1015625,985.0800170898438,2024-05-24 00:00:00,2025-05-24 00:00:00,Travel,Pending,29-05-2024,1552.6500244140625,Elder,Active
P1254,C1254,C1254,33,Male,31571.05078125,236.9499969482422,2024-06-20 00:00:00,2025-06-20 00:00:00,Auto,Settled,20-09-2024,1448.5999755859375,Adult,Active
P1255,C1255,C1255,28,Female,78555.3203125,945.010009765625,2023-11-01 00:00:00,2024-11-01 00:00:00,Life,Settled,13-05-2024,4987.25,Adult,Active
P1256,C1256,C1256,37,Male,60805.98046875,916.239990234375,2023-11-17 00:00:00,2024-11-17 00:00:00,Health,Rejected,NULL,0,Adult,Active
P1257,C1257,C1257,68,Female,12793.150390625,166.39999389648438,2023-09-18 00:00:00,2024-09-18 00:00:00,Life,Rejected,NULL,0,Elder,Inactive
P1258,C1258,C1258,21,Male,81336.0703125,948.5,2023-08-29 00:00:00,2024-08-29 00:00:00,Health,Pending,31-01-2024,500.3399963378906,Young Adult,Inactive
P1259,C1259,C1259,21,Female,57676.69140625,644.4000244140625,2024-06-21 00:00:00,2025-06-21 00:00:00,Home,Settled,12-05-2025,653.2899780273438,Young Adult,Active
P126,C126,C126,60,Male,68028.8203125,644.760009765625,2024-01-01 00:00:00,2025-01-01 00:00:00,Health,Rejected,NULL,0,Adult,Active
P1260,C1260,C1260,29,Male,93123.15625,383.67999267578125,2023-12-08 00:00:00,2024-12-08 00:00:00,Health,Rejected,NULL,0,Adult,Active
P1261,C1261,C1261,18,Female,61789.12109375,1004.219970703125,2024-03-21 00:00:00,2025-03-21 00:00:00,Auto,Settled,27-11-2024,542,Young Adult,Active
P1262,C1262,C1262,52,Male,81164.78125,750.27001953125,2023-12-25 00:00:00,2024-12-25 00:00:00,Travel,Rejected,NULL,0,Adult,Active
P1263,C1263,C1263,45,Female,66833.359375,381.3800048828125,2023-09-21 00:00:00,2024-09-21 00:00:00,Auto,Rejected,NULL,0,Adult,Inactive
P1264,C1264,C1264,61,Male,56396.171875,265.0199890136719,2023-11-14 00:00:00,2024-11-14 00:00:00,Home,Rejected,NULL,0,Elder,Active
P1265,C1265,C1265,43,Female,77268.6171875,1074.6600341796875,2024-05-14 00:00:00,2025-05-14 00:00:00,Auto,Rejected,NULL,0,Adult,Active
P1266,C1266,C1266,35,Male,44288.23828125,706.3499755859375,2023-12-27 00:00:00,2024-12-27 00:00:00,Auto,Pending,25-04-2024,2907.530029296875,Adult,Active
P1267,C1267,C1267,35,Female,67501.2265625,243.66000366210938,2024-05-06 00:00:00,2025-05-06 00:00:00,Travel,Settled,08-02-2025,4714.8701171875,Adult,Active
P1268,C1268,C1268,48,Male,93666.171875,1092.56005859375,2023-10-30 00:00:00,2024-10-30 00:00:00,Health,Pending,01-06-2024,506.8500061035156,Adult,Active
P1269,C1269,C1269,59,Female,54172.828125,912.3400268554688,2023-12-17 00:00:00,2024-12-17 00:00:00,Health,Rejected,NULL,0,Adult,Active
P127,C127,C127,38,Female,60691.7109375,807.3300170898438,2023-08-26 00:00:00,2024-08-26 00:00:00,Travel,Rejected,NULL,0,Adult,Inactive
P1270,C1270,C1270,69,Male,79559.5078125,430.8800048828125,2024-02-13 00:00:00,2025-02-13 00:00:00,Travel,Rejected,NULL,0,Elder,Active
P1271,C1271,C1271,18,Female,41287.87109375,569.0399780273438,2023-09-28 00:00:00,2024-09-28 00:00:00,Health,Rejected,NULL,0,Young Adult,Inactive
P1272,C1272,C1272,19,Male,16839.4609375,518.75,2023-08-18 00:00:00,2024-08-18 00:00:00,Auto,Pending,07-09-2023,4109.56005859375,Young Adult,Inactive
P1273,C1273,C1273,40,Female,45734.71875,584.1699829101562,2024-02-03 00:00:00,2025-02-03 00:00:00,Health,Settled,09-08-2024,860.5900268554688,Adult,Active
